done,Bug Report ID,Coder,Reviewer,URL,TraceReplayer Sequence Step,OB ID,OB XML ID,OB,Sequence Step,Screenshot Path,(No Aug) Screenshot Path,Command SS,Command SS (NA),Bug type (from taxonomy),Bug type checking (ok/not),Bug type (final),OB category (Easy/Hard),OB category checking (ok/not),OB category (final),OB rating (1-5),OB Rating check,OB Rating (Final),Screen (Old),Screens (Causing),Components (causing) (old),Components (Causing),Screens (Manifesting),Components (Manisfesting),Ground-truth check,Comments,Comment (Antu),Screens (Causing) Final,Components (Causing) Final,Screens (Manifesting) Final,Components (Manifesting) Final,Discourse patterns,Comment (discourse pattern),Discussion
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871f48e7a0099a745ebffabd5b825f5d7fff1531bbfa169dec014665b81ae0dd,0,c3b6fa6b17b8521b017fb3d565ef5c045266e030ed050e01ed41d8dfb4302512,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2922ae01860f6564bfd8a1d9bb5f8ab294f0c4a44ef1f75e373b844fe3501115,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101e55d9ff4b4c62018e87002524cdb11e6c23db07cb5f46ae959ee3830feed8,1,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
x,1151,Yang,Oscar,https://github.com/barbeau/gpstest/issues/127,5,0,0,Current application of Dark and Light theme is confusing,5,../../burt/data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest5_augmented.png,../../burt/data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest5.png,,,Wrong theme in screen,Undesirable  behavior ,Undesirable  behavior ,Hard,ok,Hard,,1,1,,,,,,,Not coded,,,35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44,"2,3,4",d679369fe3009a9963e8a815cab5a856b807147b04e982d26cf220205bac2331,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad68c19f76d117c449d803e88ce24405d28ed274233cce465c9084298a54eef1,,,,
x,1151,Yang,Oscar,https://github.com/barbeau/gpstest/issues/127,5,1,2.1,"When you switch from Light to Dark theme or Dark to Light by checking/unchecking the checkbox in Settings, the theme is immediately applied to the Preferences Activity, and in the process the main GpsTestActivity is finished so the user doesn't return to that Activity after exiting the Preferences Activity and see it with the old theme.",5,../../burt/data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest5_augmented.png,../../burt/data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest5.png,,,Wrong theme in screen,Undesirable  behavior ,Undesirable  behavior ,Easy,Hard,Hard,,5,5,,,,,,,,,,35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44,"2,3,4",d679369fe3009a9963e8a815cab5a856b807147b04e982d26cf220205bac2331,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad68c19f76d117c449d803e88ce24405d28ed274233cce465c9084298a54eef1,,,,
x,1151,Yang,Oscar,https://github.com/barbeau/gpstest/issues/127,5,2,6.2,The main GpsTestActivity disappears without any info message saying why.,5,../../burt/data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest5_augmented.png,../../burt/data/TraceReplayer-Data/TR1151/com.android.gpstest-3.0.1/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.0.1_gpstest5.png,,,Wrong theme in screen,Undesirable  behavior ,Undesirable  behavior ,Hard,ok,Hard,,2,2,,,,,,,,,,35d875a836d8f24cc5ff85577306210a45bab4441f64848a127686790c911d44,"2,3,4",d679369fe3009a9963e8a815cab5a856b807147b04e982d26cf220205bac2331,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad68c19f76d117c449d803e88ce24405d28ed274233cce465c9084298a54eef1,,,,
x,1205,Yang,Oscar,https://github.com/Swati4star/Images-to-PDF/issues/602 ,22,0,0,Back button leads to Home Fragment when orange file selector is still open,22,../../burt/data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf22_augmented.png,../../burt/data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf22.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Easy,ok,Easy,3,4,4,,57bf0c28f8e6a99da0558126dbc00af038cc537fc022a7f313ea3e0d71437ad9,,the folder does not have back button ,bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd,N/A,"Yes, there is no back button on the screen (the one of the OS is used)

Many discrepancies here (e.g. 3395d674fa3016a618f815ec06608b4ffd1f802c7293844b8eadab578511fac1 is not a manifesting one because every time the user hits back, it leads to the top part of home screen shown, rather that the parts below when you scroll down)",,,d2fad0e1064d2c7de161e8622e8f7f9a84b71643c69f115997584ad2d70a013b,,bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1140bbf8a36cfd02aee98043cd72a6aacec3e6ec07e253d43423752af8698650,,the folder does not have back button ,3d5ae7678b15c73d82a09406e40f8df4748c199a5c5b5378f2a09f24158021d0,N/A,,,,57bf0c28f8e6a99da0558126dbc00af038cc537fc022a7f313ea3e0d71437ad9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,cb0d95e66368920ba01ce9baa3115d32d22e57e2b1e704a1990fefc6a941b851,,the folder does not have back button ,5fc907921126ebe0454aa9b351964aa8713fa686b20e63053265b311bf74d8f6,N/A,,,,e428b3e156f7f1ecd6e8ac641b8ef0b6e3a8eca5eae203d199ebd5b02f09e87b,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,d2fad0e1064d2c7de161e8622e8f7f9a84b71643c69f115997584ad2d70a013b,,the folder does not have back button ,6d794cbb843d93767d24b72244a15f5d2dcd41b5617fe2aa7dc9c5e9c4959446,N/A,,,,cb0d95e66368920ba01ce9baa3115d32d22e57e2b1e704a1990fefc6a941b851,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,e428b3e156f7f1ecd6e8ac641b8ef0b6e3a8eca5eae203d199ebd5b02f09e87b,,the folder does not have back button ,7a84183a1af004dd902c98fb91c582bbdfcf0ac2137afc893b93ed7ec2a97bf4,N/A,,,,fe94953bfa94088bd8747fa3337219735de7a652513a5edf97e72ae1752795ec,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,fe94953bfa94088bd8747fa3337219735de7a652513a5edf97e72ae1752795ec,,the folder does not have back button ,3395d674fa3016a618f815ec06608b4ffd1f802c7293844b8eadab578511fac1,N/A,,,,1140bbf8a36cfd02aee98043cd72a6aacec3e6ec07e253d43423752af8698650,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9876c7ea44d6f1c46240f8c64abe3b4cf8b47e93f4e4ebc148d4a7fa4bd3792d,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,534359084f235a3b4ff33d1f906339f36c319a1d6d7ca0222c0dd40f831b5152,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a1b0ba8303104986fcbca4bd1d52fadd4aecdb1e41561e32d163b03a2c7b84e4,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ab0c48f3a3ae4f4697683a60427b8786d435f0aad108599dfea0d6b4a05805fc,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e1360a31f91541a4bae9f52489781fab0991fc1865ce9cbc757a09779c599cb9,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f270e15a4de3ea463f42d914340e2e2a4044175a1833192fd172be228caa92be,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9876c7ea44d6f1c46240f8c64abe3b4cf8b47e93f4e4ebc148d4a7fa4bd3792d,N/A,,,,,,,,,,
x,1205,Yang,Oscar,https://github.com/Swati4star/Images-to-PDF/issues/602,22,1,4.2,The back button leads to the Home Fragment.,22,../../burt/data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf22_augmented.png,../../burt/data/TraceReplayer-Data/TR1205/swati4star.createpdf-8.5.7/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_8.5.7_createpdf22.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Hard,ok,Hard,3,ok,3,,57bf0c28f8e6a99da0558126dbc00af038cc537fc022a7f313ea3e0d71437ad9,,the folder does not have back button ,bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd,N/A,,,,d2fad0e1064d2c7de161e8622e8f7f9a84b71643c69f115997584ad2d70a013b,,bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,1140bbf8a36cfd02aee98043cd72a6aacec3e6ec07e253d43423752af8698650,,the folder does not have back button ,3d5ae7678b15c73d82a09406e40f8df4748c199a5c5b5378f2a09f24158021d0,N/A,,,,57bf0c28f8e6a99da0558126dbc00af038cc537fc022a7f313ea3e0d71437ad9,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,cb0d95e66368920ba01ce9baa3115d32d22e57e2b1e704a1990fefc6a941b851,,the folder does not have back button ,5fc907921126ebe0454aa9b351964aa8713fa686b20e63053265b311bf74d8f6,N/A,,,,e428b3e156f7f1ecd6e8ac641b8ef0b6e3a8eca5eae203d199ebd5b02f09e87b,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,d2fad0e1064d2c7de161e8622e8f7f9a84b71643c69f115997584ad2d70a013b,,the folder does not have back button ,6d794cbb843d93767d24b72244a15f5d2dcd41b5617fe2aa7dc9c5e9c4959446,N/A,,,,cb0d95e66368920ba01ce9baa3115d32d22e57e2b1e704a1990fefc6a941b851,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,e428b3e156f7f1ecd6e8ac641b8ef0b6e3a8eca5eae203d199ebd5b02f09e87b,,the folder does not have back button ,7a84183a1af004dd902c98fb91c582bbdfcf0ac2137afc893b93ed7ec2a97bf4,N/A,,,,fe94953bfa94088bd8747fa3337219735de7a652513a5edf97e72ae1752795ec,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,fe94953bfa94088bd8747fa3337219735de7a652513a5edf97e72ae1752795ec,,the folder does not have back button ,3395d674fa3016a618f815ec06608b4ffd1f802c7293844b8eadab578511fac1,N/A,,,,1140bbf8a36cfd02aee98043cd72a6aacec3e6ec07e253d43423752af8698650,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9876c7ea44d6f1c46240f8c64abe3b4cf8b47e93f4e4ebc148d4a7fa4bd3792d,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,534359084f235a3b4ff33d1f906339f36c319a1d6d7ca0222c0dd40f831b5152,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,a1b0ba8303104986fcbca4bd1d52fadd4aecdb1e41561e32d163b03a2c7b84e4,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,ab0c48f3a3ae4f4697683a60427b8786d435f0aad108599dfea0d6b4a05805fc,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,bc8e0a6181467439499bcb9934df3387e54e6cc35ec87a9faa7c15fcd33a89bd,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,e1360a31f91541a4bae9f52489781fab0991fc1865ce9cbc757a09779c599cb9,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,f270e15a4de3ea463f42d914340e2e2a4044175a1833192fd172be228caa92be,N/A,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,9876c7ea44d6f1c46240f8c64abe3b4cf8b47e93f4e4ebc148d4a7fa4bd3792d,N/A,,,,,,,,,,
x,1406,Ying,Antu,https://github.com/fossasia/phimpme-android/issues/1858,20,0,0,Favourite photos edit option issue.,20,../../burt/data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me20_augmented.png,../../burt/data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me20.png,,,Data is not displayed,ok,Data is not displayed,Hard,ok,Hard,1,ok,1,,cdd732e9e83a71972d908910afdd816066cf124c0e7822e262f34c9469003807,,,1a2b2e467c1b1b5ddc0140f508a4562390680157cc53ac6d6e61bd65be2b59ce,2,"Components (Causing): 2
Components (Manifesting): No components",,,cdd732e9e83a71972d908910afdd816066cf124c0e7822e262f34c9469003807,2,1a2b2e467c1b1b5ddc0140f508a4562390680157cc53ac6d6e61bd65be2b59ce,,,,
x,1406,Ying,Antu,https://github.com/fossasia/phimpme-android/issues/1858,20,1,1.2,"Suppose the user opens an image in the favourite collection and clicks on the edit option, then aborts the edit operation and slides to the next image and again clicks on the edit option, then the previous/first image opened for edit operation is displayed instead of the presently selected image.",20,../../burt/data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me20_augmented.png,../../burt/data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me20.png,,,Data is not displayed,ok,Data is not displayed,Hard,Easy,Easy,4,ok,4,,cdd732e9e83a71972d908910afdd816066cf124c0e7822e262f34c9469003807,,,1a2b2e467c1b1b5ddc0140f508a4562390680157cc53ac6d6e61bd65be2b59ce,2,,,,cdd732e9e83a71972d908910afdd816066cf124c0e7822e262f34c9469003807,2,1a2b2e467c1b1b5ddc0140f508a4562390680157cc53ac6d6e61bd65be2b59ce,,,,
x,1406,Ying,Antu,https://github.com/fossasia/phimpme-android/issues/1858,20,2,2.2,The presently selected image should be displayed in the edit mode rather than the previous image.,20,../../burt/data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me20_augmented.png,../../burt/data/TraceReplayer-Data/TR1406/org.fossasia.phimpme-1.4.0/screenshots/org.fossasia.phimpme.User-Trace.1.org.fossasia.phimpme_1.4.0_phimp.me20.png,,,Data is not displayed,ok,Data is not displayed,Hard,Easy,Easy,4,ok,4,,cdd732e9e83a71972d908910afdd816066cf124c0e7822e262f34c9469003807,,,1a2b2e467c1b1b5ddc0140f508a4562390680157cc53ac6d6e61bd65be2b59ce,2,,,,cdd732e9e83a71972d908910afdd816066cf124c0e7822e262f34c9469003807,2,1a2b2e467c1b1b5ddc0140f508a4562390680157cc53ac6d6e61bd65be2b59ce,,,,
x,1445,Ying,Antu,https://github.com/cohenadair/anglers-log/issues/347 ,14,0,0,Can't edit dates for a Trip,14,../../burt/data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog14_augmented.png,../../burt/data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog14.png,,,Uneditable component,ok,Uneditable component,Easy,ok,Easy,5,ok,5,,0fb25ebfd7fc37ce89ca7eb52b0d8166cab4188d3e1a37325ee2510304ed1257,,36,f7f33e294a42575dce4187db68ba4e592ad30e7d266c1213c4c211f3491d155b,,Screens (Manifesting): Not present,We need to add this screen manually.,,0fb25ebfd7fc37ce89ca7eb52b0d8166cab4188d3e1a37325ee2510304ed1257,36,6841fdb08ae84cf3c14b08f5e0066009f3dbbac58c1afe1e67409fdb31b98f2c,,,,
x,1445,Ying,Antu,https://github.com/cohenadair/anglers-log/issues/347,14,1,1.6,5. Observe error,14,../../burt/data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog14_augmented.png,../../burt/data/TraceReplayer-Data/TR1445/com.cohenadair.anglerslog-1.3.1/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.3.1_anglerslog14.png,,,Uneditable component,ok,Uneditable component,Hard,ok,Hard,1,ok,1,,0fb25ebfd7fc37ce89ca7eb52b0d8166cab4188d3e1a37325ee2510304ed1257,,36,f7f33e294a42575dce4187db68ba4e592ad30e7d266c1213c4c211f3491d155b,,Screens (Manifesting): Not present,,,0fb25ebfd7fc37ce89ca7eb52b0d8166cab4188d3e1a37325ee2510304ed1257,36,6841fdb08ae84cf3c14b08f5e0066009f3dbbac58c1afe1e67409fdb31b98f2c,,,,
x,45,Ying,Antu,https://github.com/federicoiosue/Omni-Notes/issues/764 ,22,0,0,Cannot add location when device's location mode is device only,22,../../burt/data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes22_augmented.png,../../burt/data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes22.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Hard,Easy,Easy,5,ok,5,,2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700,,5,7374b0542f889226ac511885636fadb8e66bc4c5888b1528c1fd0f2fed73e7a9,,"Screens (Manifesting): d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69
Components (Manisfesting): 0",,,2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700,5,d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94,3,,,,,
x,45,Ying,Antu,https://github.com/federicoiosue/Omni-Notes/issues/764,22,1,1.2,"The location cannot be added, and there are no explanations and reminders for the user.",22,../../burt/data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes22_augmented.png,../../burt/data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes22.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Hard,Easy,Easy,5,ok,5,,2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700,,5,7374b0542f889226ac511885636fadb8e66bc4c5888b1528c1fd0f2fed73e7a9,,"Screens (Manifesting): d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69
Components (Manisfesting): 0",,,2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700,5,d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94,3,,,,,
x,45,Junayed,Oscar,https://github.com/federicoiosue/Omni-Notes/issues/764,22,2,4.7,"7. See ""LOCATION NOT FOUND""",22,../../burt/data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes22_augmented.png,../../burt/data/TraceReplayer-Data/TR45/it.feio.android.omninotes-6.0.4/screenshots/it.feio.android.omninotes.User-Trace.1.it.feio.android.omninotes_6.0.4_omninotes22.png,,,Undesirable component,Undesirable  behavior ,Undesirable  behavior ,Easy,ok,Easy,4,2,3,,2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700,,5,7374b0542f889226ac511885636fadb8e66bc4c5888b1528c1fd0f2fed73e7a9,,"screens manif: d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69
screen cuasing? 0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94","The error message does not show in the list of components of the screen (JSON) because it is not shown in the original XML (this type of component sare not captured by UIAutomator).

Probably, the solution is to manually fix the data (e.g., adding the component to the JSON, etc.)",,2cc3da6bde5698dcba27e90f2b5bdfc8ec3f62afd9df78e861a13f38a507f700,5,d6cf12b7c49b109691c1a9a2beeb0eac95fcb435d9c7a44bb14f35b9b5c43e69,0,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94,3,,,,,
x,106,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/139,11,0,0,unable to play from folder view since 0.21.0,11,../../burt/data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug11_augmented.png,../../burt/data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug11.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Easy,Hard,Hard,4,3,3,,6badd99efd2e670ca6db6b81215f0de4277a654ef95efdd51e5b633a6f1dbc32,,18,762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,"12,13,14,15","Why not screen manif: d590ed3159e359672751fcb9c1ebeee4d2dfa662ec0af48bad6ea025143579ca
no because in that screen, the song is played when tapping on it

Why not screen causing: 762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d

Why screen causing: 6badd99efd2e670ca6db6b81215f0de4277a654ef95efdd51e5b633a6f1dbc32?
I should not be. It was marked because of a misunderstanding of the definition of causing screen.

12,13,14,15 should not be manifesting components because they remain the same when the song is played. The player should show up. For this reason, no manifesting components should be selected.",here the sequence id will be 13,,762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,"12,13,14,15",762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,,,,
x,106,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/139,11,1,1.2,"Since I installed the latest update 0.21.0, I am unable to play media from the folder view.",11,../../burt/data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug11_augmented.png,../../burt/data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug11.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Easy,Hard,Hard,4,ok,4,,6badd99efd2e670ca6db6b81215f0de4277a654ef95efdd51e5b633a6f1dbc32,,18,762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,"12,13,14,15",,,,762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,"12,13,14,15",762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,,,,
x,106,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/139,11,2,1.3,"Touching a song has no effect, neither has selecting the song by long pressing and then using ""add to playlist"" or by using the song menu and selecting ""play next"".",11,../../burt/data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug11_augmented.png,../../burt/data/TraceReplayer-Data/TR106/com.poupa.vinylmusicplayer.debug-0.21.0/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.21.0_vinyldebug11.png,,,Undesirable  behavior ,ok,Undesirable  behavior ,Easy,Hard,Hard,4,ok,4,,6badd99efd2e670ca6db6b81215f0de4277a654ef95efdd51e5b633a6f1dbc32,,18,762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,"12,13,14,15",,,,762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,"12,13,14,15",762b11e4e39c118bd56bcff62a88c46cedab35210b446df8a52a4d1d1e02e74d,,,,
x,110,Junayed,Oscar,https://github.com/AdrienPoupa/VinylMusicPlayer/issues/311,5,0,0,Artist's names missing - all over the app,5,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5_augmented.png,../../burt/data/TraceReplayer-Data/TR110/com.poupa.vinylmusicplayer.debug-0.24.1/screenshots/com.poupa.vinylmusicplayer.debug.User-Trace.1.com.poupa.vinylmusicplayer.debug_0.24.1_vinyldebug5.png,,,Undesirable component,Data is not displayed,Data is not displayed,Easy,ok,Easy,5,ok,5,,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,,6,a7a520297496ac15881add8b14ecec2a75b2478f7d241cbcbde040a5609fe4c5,10,"To me all these are manifesting screens:
f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5
c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d
...

Also, because there are many manifesting screens, there are many causing screens/components too:
f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5
","This bug was not exactly reproduced. It assumed that the missing artists and songs' names appear as ""undefined"" in the app.",,f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,"4,5,6,12,13,14",f74410ffa582d4b72fdc4952405b88a80c44dee9cb340429d51aa71ebf117ad5,14,,,
,,,,,,,,,,,,,,,,,,,,,,,,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,,5,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,11,,,,c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,"4,5,6",c8130613c4e8ffc0794f5aea0c67a95a29793702fa1b1464d13cd9b80f1a467d,11,,,
