Bug-ID;OB-ID;OB-Text;Top-3-Screens;Sequence-IDs;Screenshot-Paths
Bug162;1;"If I try to add a new email account to K9-Mail (Enter email and password) and tap on one of the two buttons (""Manually"" or ""Continue"") the app will crash with only the message ""K-9 Mail has stopped""";{'71616b42683c19cd4f29cd20f74ce656b7dbc1f37bfbaa9657cd15c4524faa7f': 3.3285065, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': 2.5573955, '22d8aeb2beb7f50ba88b5aa458d86aa39e1d21c662256fa943767f61f62874f6': 1.4491225};[1, 7, 5];['../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail0.png', '../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail6.png', '../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail5.png']
Bug162;2;4. Crash;{'e0360a2051b260c7f7b93daf947b514622544ffc524ad4c06b9384181ab1e22c': -1.9335767, '42c47fef08eb152740874c1e99d0b098665e04071e3ae5dd9a09b89c182df709': -1.9884331, 'b48c95156306b11197b1753357d7aa1c8509539e15892a1191081854b1309e3b': -2.134074};[41, 33, 45];['../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail40.png', '../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail33.png', '../data/TraceReplayer-Data/TR162/com.fsck.k9-5.403/screenshots/com.fsck.k9.User-Trace.1.com.fsck.k9_5.403_k-9mail44.png']
Bug192;0;Cursor position reset when switching away from app;{'60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e': 1.0772188, 'd303b0c23428d729a0f05ebd61ec6b7b56bdb25976490ecd0f5400aba9f74471': 0.8230165, 'dc60821b689e1a0739d3fd7ee34e03746f55e064eeac4ea4edb7893453799662': 0.38640624};[7, 5, 9];['../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor9.png', '../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor5.png', '../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor15.png']
Bug192;1;Cursor goes back to the initial position.;{'60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e': 0.29018956, 'd303b0c23428d729a0f05ebd61ec6b7b56bdb25976490ecd0f5400aba9f74471': -0.042987496, '8db7ef6940392e517876367c2c8d6ebb32841491d6722d668d0ee93cbd1217d5': -0.88776416};[7, 5, 17];['../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor9.png', '../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor5.png', '../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor16.png']
Bug192;2;If you insert the image after switching back, it'll be inserted at the beginning of the file.;{'60fe6da5eaa144d7d03d34e758cd3935ad1568de4ca61e27fa6067ca59a5b05e': -0.45250964, '8db7ef6940392e517876367c2c8d6ebb32841491d6722d668d0ee93cbd1217d5': -0.5769848, 'dc60821b689e1a0739d3fd7ee34e03746f55e064eeac4ea4edb7893453799662': -0.9111849};[7, 17, 9];['../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor9.png', '../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor16.png', '../data/TraceReplayer-Data/TR192/net.gsantner.markor-0.2.4/screenshots/net.gsantner.markor.User-Trace.1.net.gsantner.markor_0.2.4_markor15.png']
Bug199;0;Autosync Does Not Activate After Regaining Connectivity;{'f9fdd281293c953a40e12cc24236058c7a3d986c166bfab4db1c9a69250657ff': -1.060699, 'e68f3ff6b36337a77d5ec67709ffdce4bd0c1a1824cc209bb257ae17597a4bea': -1.1060665, 'ef52782850afe83f9ef4266d58755f7dd4f8b477764892d772dbf5fa7d7afd22': -1.1084179};[9, 10, 8];['../data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist8.png', '../data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist9.png', '../data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist10.png']
Bug199;1;4. Obs remain in Waiting for Upload... state and pull to refresh does not activate a sync.;{'1e9f1f906866c9841bad4029b36838b008abea6dcd6625b4218b9f02d8155eb2': -0.87471163, '468006fd3982ed1a6390f6c96939cc9eec972e12c5930fc8a1767820c07eb276': -0.9246319, '8c68e7729952ddb7612c8832797631010a4c552521513cb7e363d5f8aed6e37a': -0.9447541};[6, 7, 18];['../data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist5.png', '../data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist6.png', '../data/TraceReplayer-Data/TR199/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist20.png']
Bug200;0;Ghost thumbnail image in observation list view;{'468006fd3982ed1a6390f6c96939cc9eec972e12c5930fc8a1767820c07eb276': 3.0887861, '1e9f1f906866c9841bad4029b36838b008abea6dcd6625b4218b9f02d8155eb2': 2.1160622, '0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412': 1.4264557};[4, 3, 7];['../data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist7.png', '../data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist2.png', '../data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist6.png']
Bug200;1;When I create an observation without an image and go back to the My Observations list, there is an image there from another one of my obs.;{'468006fd3982ed1a6390f6c96939cc9eec972e12c5930fc8a1767820c07eb276': 4.8547664, '1e9f1f906866c9841bad4029b36838b008abea6dcd6625b4218b9f02d8155eb2': 4.7684155, '0168c632f4a025d7984edf3eb7431ac08c5b4fd4121f2dccc10ae13ab8216412': 4.18467};[4, 3, 7];['../data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist7.png', '../data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist2.png', '../data/TraceReplayer-Data/TR200/org.inaturalist.android-1.4.6/screenshots/org.inaturalist.android.User-Trace.1.org.inaturalist.android_1.4.6_inaturalist6.png']
Bug1150;0;"""Help->About"" language doesn't change when language setting is changed";{'a9eb445e89a22d5c2e6cb5761a54aa2c5bc6934ead3be5f3584b1040a64b94c9': 0.81984663, 'd155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd': 0.15004964, '46b5e4b41516ce95f7b236647fb9bfaf166f4dff4b902446e5ab2ef1835516ab': 0.084748715};[7, 11, 3];['../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest6.png', '../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest10.png', '../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest2.png']
Bug1150;1;"The language of the ""Help->About"" screen isn't currently affected by the ""Setting->Language"" setting.";{'a9eb445e89a22d5c2e6cb5761a54aa2c5bc6934ead3be5f3584b1040a64b94c9': 1.6609062, '2c54451ba011b62aae342240f783d2a79d9385257ecae84091c1147a29eb6dcb': 0.51487815, 'd155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd': -0.26581943};[7, 6, 11];['../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest6.png', '../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest7.png', '../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest10.png']
Bug1150;2;"The ""Help->About"" screen is shown in the Android system settings language and ignores the GPSTest language setting.";{'227a781df4ae7cc69c7b7f74265dfe02d13a24c5ce6cdce4c6280ea53d0da672': 2.549663, 'd155d268b76859d16b85dba97965621b89c17c3c118e516862cbaba59b17a6cd': 2.325076, '2c54451ba011b62aae342240f783d2a79d9385257ecae84091c1147a29eb6dcb': 2.254624};[1, 11, 6];['../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest1.png', '../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest10.png', '../data/TraceReplayer-Data/TR1150/com.android.gpstest-3.3.3/screenshots/com.android.gpstest.User-Trace.1.com.android.gpstest_3.3.3_gpstest7.png']
Bug1198;0;[Bug] Encrypted PDF gets overwritten in case same pdf is encrypted again;{'4e5decf3ee20e2e42a9f68f5c17862f1758d9b3351865206b64796444b4d307f': 3.3465004, 'd54276dfee4daa88de199780d943e45b9e318ba5be418e8eb1cb6d30671c012e': 3.2363899, 'a1b3ab49cb0174cf50bf2b6a6ebb6973c32f261076e7191521d15ee01db4ff60': 3.211069};[19, 21, 16];['../data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter19.png', '../data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter20.png', '../data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter46.png']
Bug1198;1;7. The previous file abc_encrypted.pdf is overwritten;{'a1b3ab49cb0174cf50bf2b6a6ebb6973c32f261076e7191521d15ee01db4ff60': 2.6429834, 'cdbd73c7e7e7dc9ae70eec9f787656ae51ad67451404dae745491486a524e65f': 2.537936, 'd5a8460fd22c9b105f04495d10800bbba436cec59bae88ec2da5d6940b1cb728': 2.4794946};[16, 7, 48];['../data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter46.png', '../data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter7.png', '../data/TraceReplayer-Data/TR1198/swati4star.createpdf-2.5/screenshots/swati4star.createpdf.User-Trace.1.swati4star.createpdf_2.5_pdfconverter47.png']
Bug1228;0;Transaction details screen footer disappears;{'e8607e55b2846f096207e26e6e12fbbcd5f27636d5b026652622ea8edea88fc5': 2.6209574, 'b9fda98d0207b8db496f5dbb63cb78d5b2145be7097098664d425444f992e6e0': 2.36478, '812eb306a2a9fe1f1b7b22e1d8ac7f5cb52a5556d3a67d0340a5a185fb842065': 2.0727482};[11, 12, 15];['../data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash10.png', '../data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash18.png', '../data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash15.png']
Bug1228;1;Footer removed (balance and date).;{'87a5544dcc6304b2df3fef47fc628998eb2a18e78c1f3310f7d60cc018cb759e': -0.46905142, 'c0e67fb900304582ca9c0d5825d2d5edd728a9c6403750a30a96b553b4c8a634': -0.79120374, 'a69daf1761dfbd73786a50490db8c614e7f7d5c2d002e84473880dc42fba0749': -0.94279414};[18, 20, 21];['../data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash17.png', '../data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash19.png', '../data/TraceReplayer-Data/TR1228/org.gnucash.android-2.2.0/screenshots/org.gnucash.android.User-Trace.1.org.gnucash.android_2.2.0_gnucash22.png']
Bug1389;0;Crash when adding empty link;{'2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': -0.5219801, '70e70cfdab5caa3d52c61d98495ecb5ccdd699cba946770630c05bde21c1a44f': -0.82829714, 'f1a0146753d5df5dbafcdc443fbf5cab192eeb8e57aa76d192df21c01d944012': -1.3167576};[3, 26, 6];['../data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2.png', '../data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor1.png', '../data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor27.png']
Bug1389;1;"Open app -> tap to + button -> write ""abcde"" or leave a blank line -> tap to add button -> crash";{'f1a0146753d5df5dbafcdc443fbf5cab192eeb8e57aa76d192df21c01d944012': 0.19748998, '2957d1cfee327d06abd84e6b91e1153eb930ce1886a45ed33c8ff4c6536fbcb0': 0.16875751, '7a7b8a8cd5ae92e04a75cae668ad13707d46d44b1da612808571f612bd99424b': 0.16388626};[6, 3, 25];['../data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor27.png', '../data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor2.png', '../data/TraceReplayer-Data/TR1389/org.y20k.transistor-1.2.3/screenshots/org.y20k.transistor.User-Trace.1.org.y20k.transistor_1.2.3_transistor12.png']
Bug1425;0;BMI wrong when weight is not in kg;{'71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2': 1.6180851, '30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc': 0.7620318, '457f0b2e0faf95e8686ee949e78940876fa414264f212b16228f675440ea422e': 0.5240857};[14, 13, 30];['../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness13.png', '../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness41.png', '../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness39.png']
Bug1425;1;When the weight is set in lb or st the BMI calculated is wrong.;{'71daf57d3cf4a54005200babf42d781dfee6811642db97dabd0ebc556f3096e2': 1.5209464, '30949fdbc7c991fe30bd7b17577058c2f1aae1600180890add0761d0f8518ecc': 1.2932863, '457f0b2e0faf95e8686ee949e78940876fa414264f212b16228f675440ea422e': 1.0372967};[14, 13, 30];['../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness13.png', '../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness41.png', '../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness39.png']
Bug1425;2;See error;{'1702f18a70b3f5b5ecf189ca595bc9ee9a77b66fc889c7f49496965efc953bf6': -1.3772968, 'd994ce0ddad9113e1a28ab50c4aeaee525670b4c1bdac34cb15728cfabca7def': -1.5375736, 'ace45d4128f9b41bc32ea4e71a8a33c7c99a0a767e49e093120495b403e20959': -1.6556426};[10, 5, 1];['../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness9.png', '../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness4.png', '../data/TraceReplayer-Data/TR1425/com.easyfitness.debug-0.19.3.1/screenshots/com.easyfitness.debug.User-Trace.1.com.easyfitness.debug_0.19.3.1_debug_fastnfitness0.png']
Bug1446;0;Trying to edit fishing spots adds a new one to the list, and the coordinates of the existing fishing spot are not updated.;{'f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3': 5.0189657, '98698253bcc0fbba2a1a2dbbfa4c6adac03e5a0d69e161d18239d9043dca356b': 4.8161697, '2964c200a066c790b6a1d51af6abd63cac6733ae6b3e0a3e2aea9117a7692a0a': 4.356025};[12, 19, 13];['../data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog14.png', '../data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog18.png', '../data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog20.png']
Bug1446;1;5. There will be two of the same spot showing in the list;{'2964c200a066c790b6a1d51af6abd63cac6733ae6b3e0a3e2aea9117a7692a0a': 0.52963173, 'f017eceeb377db602bbb7d45fafae25a710f7cc26c4c610b0b80e9cc325ca3c3': 0.24335156, 'ff46457bdd846550b08962502bd2e8fe9703dcb0c73ac3db311aed11a5454cac': 0.21814148};[13, 12, 6];['../data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog20.png', '../data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog14.png', '../data/TraceReplayer-Data/TR1446/com.cohenadair.anglerslog-1.2.3/screenshots/com.cohenadair.anglerslog.User-Trace.1.com.cohenadair.anglerslog_1.2.3_anglerslog6.png']
Bug1568;0;Crash when using the checkboxes;{'db04b906179c98c613860900737c666e72d3e3324ea6c1ad09d329c2dd507cad': -0.3068648, '255e0d8db77d1ce9e53c2f5fd8ed66e3c375955164339147224b43542281afc2': -0.37487033, 'f88594f3597ef40c0f41d4f8e5095db36cce349c756f860ac3908d81c49ad457': -0.7379295};[2, 4, 14];['../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm1.png', '../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm4.png', '../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm15.png']
Bug1568;1;The bug seems to appear when quickly changing multiple checkboxes.;{'80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c': -0.43672168, 'db04b906179c98c613860900737c666e72d3e3324ea6c1ad09d329c2dd507cad': -0.7109622, '255e0d8db77d1ce9e53c2f5fd8ed66e3c375955164339147224b43542281afc2': -1.0435538};[6, 2, 4];['../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm7.png', '../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm1.png', '../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm4.png']
Bug1568;2;4. Crash;{'255e0d8db77d1ce9e53c2f5fd8ed66e3c375955164339147224b43542281afc2': -1.4654467, '80fb5f189cbea7ec59bf54fa092b75ec7b55450244c52183854325091581014c': -2.314201, '322fee6d2791b7cb6ac7e9adcbc7303e4fc4af31aca6b715a500c1322e2616d8': -2.3980687};[4, 6, 9];['../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm4.png', '../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm7.png', '../data/TraceReplayer-Data/TR1568/io.lerk.lrkFM-2.3.0/screenshots/io.lerk.lrkFM.User-Trace.1.io.lerk.lrkFM_2.3.0_lrkfm9.png']
Bug71;0;Favorites bar doesn't appear under specific UI settings;{'fbe9a70e07071e41642f08ff3d627c0158f523cd6f54bc71a263135bbf456905': 3.899188, '889b245c8fe8497228dd51a0dbdf16ddfacbe8a5de4ddf33a478af5ce1171681': 3.6121724, '987563bac03e925fe09460bd086728fb95a2f5fd0960a4399f89a57c56e85745': 2.93361};[10, 5, 4];['../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة11.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة15.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة16.png']
Bug71;1;After updating to a newer version of KISS launcher, I am no longer able to make the shortcut bar appear.;{'91a7c268cef8b18f112811b6620d92db8144353f756c10777acaf4a5ebe4f8b8': 4.7039533, '0de81c6ee546a153a5384b40f229b2d920375f82815897224de98af91a06ae94': 4.3488865, '8f8c84fde2a9561aa455cd726c0ea4e4f9b34abbd0f5c528830062af7e3f5ae8': 4.3116207};[8, 1, 19];['../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة7.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة0.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة18.png']
Bug71;2;When enabled, the favorites bar will not appear when I try to tap on the screen.;{'fbe9a70e07071e41642f08ff3d627c0158f523cd6f54bc71a263135bbf456905': 3.8633077, '889b245c8fe8497228dd51a0dbdf16ddfacbe8a5de4ddf33a478af5ce1171681': 2.538354, '987563bac03e925fe09460bd086728fb95a2f5fd0960a4399f89a57c56e85745': 2.1115937};[10, 5, 4];['../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة11.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة15.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة16.png']
Bug71;3;When disabled, the favorites bar will stay present and not disappear until the search bar or the KISS button is pressed.;{'2db286f7d102aaf98ce9108f584a555d6a2b4c28b7a25f0c633999ea71f9da91': 3.6181746, '4631f06b73a255a699b5c119d89363cb0055f9f823e216300d66c1661c68d418': 3.6181746, '987563bac03e925fe09460bd086728fb95a2f5fd0960a4399f89a57c56e85745': 3.6138558};[46, 23, 4];['../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة46.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة44.png', '../data/TraceReplayer-Data/TR71/fr.neamar.kiss.debug-3.13.5/screenshots/fr.neamar.kiss.debug.User-Trace.1.fr.neamar.kiss.debug_3.13.5_kissقاذفة16.png']
