Bug-ID;OB-ID;OB-Text;OB-in-Title?;Bug-Category;Bug-Type;OB-Category;OB-Rating;Ground-Truth;Ranked-Documents;First-Rank;Reciprocal-Rank;Average-Precision;h@1;h@2;h@3;h@4;h@5;h@6;h@7;h@8;h@9;h@10
Bug1568;0;Crash when using the checkboxes;1;Non-Synthetic Bug;App crashes;Hard;3;['3', '8', '13', '18', '23', '28', '33', '38', '43', '48'];{'3': 0.35852155089378357, '8': 0.35852155089378357, '13': 0.35852155089378357, '18': 0.35852155089378357, '23': 0.35852155089378357, '28': 0.35852155089378357, '33': 0.35852155089378357, '38': 0.35852155089378357, '43': 0.35852155089378357, '48': 0.35852155089378357, '53': 0.2435685396194458, '0': 0.13937097787857056, '34': 0.1346523016691208, '4': 0.12651751935482025, '49': 0.12039712071418762, '44': 0.11262085288763046, '6': 0.09457516670227051, '11': 0.09457516670227051, '16': 0.09457516670227051, '21': 0.09457516670227051, '26': 0.09457516670227051, '31': 0.09457516670227051, '36': 0.09457516670227051, '41': 0.09457516670227051, '46': 0.09457516670227051, '51': 0.09457516670227051, '1': 0.08710362017154694, '19': 0.08585545420646667, '29': 0.06915967166423798, '2': 0.06910382956266403, '39': 0.06225728616118431, '7': 0.060779355466365814, '17': 0.060779355466365814, '22': 0.060779355466365814, '27': 0.060779355466365814, '32': 0.060779355466365814, '37': 0.060779355466365814, '42': 0.060779355466365814, '47': 0.060779355466365814, '52': 0.060779355466365814, '12': 0.05858682096004486, '24': 0.05491894111037254, '9': 0.040449947118759155, '14': 0.03862488642334938, '5': 0.01739315316081047, '10': 0.01739315316081047, '15': 0.01739315316081047, '20': 0.01739315316081047, '25': 0.01739315316081047, '30': 0.01739315316081047, '35': 0.01739315316081047, '40': 0.01739315316081047, '45': 0.01739315316081047, '50': 0.01739315316081047};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1568;1;The bug seems to appear when quickly changing multiple checkboxes.;0;Non-Synthetic Bug;App crashes;Hard;3;['3', '8', '13'];{'3': 0.19244350492954254, '8': 0.19244350492954254, '13': 0.19244350492954254, '0': 0.1784236580133438, '18': 0.13355985283851624, '2': 0.08035437762737274, '1': 0.07425393164157867, '5': 0.042774464935064316, '10': 0.042774464935064316, '15': 0.042774464935064316, '4': 0.01906968094408512, '6': 0.0010677576065063477, '11': 0.0010677576065063477, '16': 0.0010677576065063477, '7': -0.010329270735383034, '14': -0.011457746848464012, '12': -0.01555856503546238, '17': -0.01555856503546238, '9': -0.025156604126095772};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1568;1;The bug seems to appear when quickly changing multiple checkboxes.;0;Non-Synthetic Bug;App crashes;Hard;3;['3', '8', '13', '18', '23', '28', '33', '38', '43', '48'];{'3': 0.19244350492954254, '8': 0.19244350492954254, '13': 0.19244350492954254, '18': 0.19244350492954254, '23': 0.19244350492954254, '28': 0.19244350492954254, '33': 0.19244350492954254, '38': 0.19244350492954254, '43': 0.19244350492954254, '48': 0.19244350492954254, '0': 0.1784236580133438, '53': 0.13355985283851624, '2': 0.08035437762737274, '4': 0.07894960045814514, '34': 0.0685969814658165, '1': 0.04983004182577133, '5': 0.042774464935064316, '10': 0.042774464935064316, '15': 0.042774464935064316, '20': 0.042774464935064316, '25': 0.042774464935064316, '30': 0.042774464935064316, '35': 0.042774464935064316, '40': 0.042774464935064316, '45': 0.042774464935064316, '50': 0.042774464935064316, '49': 0.032320041209459305, '6': 0.017399687319993973, '11': 0.017399687319993973, '16': 0.017399687319993973, '21': 0.017399687319993973, '26': 0.017399687319993973, '31': 0.017399687319993973, '36': 0.017399687319993973, '41': 0.017399687319993973, '46': 0.017399687319993973, '51': 0.017399687319993973, '19': -0.005958733148872852, '39': -0.006223009899258614, '7': -0.006472598761320114, '17': -0.006472598761320114, '22': -0.006472598761320114, '27': -0.006472598761320114, '32': -0.006472598761320114, '37': -0.006472598761320114, '42': -0.006472598761320114, '47': -0.006472598761320114, '52': -0.006472598761320114, '12': -0.0101050129160285, '44': -0.010479885153472424, '9': -0.011979097500443459, '14': -0.014108959585428238, '29': -0.02746160700917244, '24': -0.03414641320705414};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1568;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['3', '8', '13'];{'2': 0.12805511057376862, '12': 0.09243383258581161, '17': 0.09243383258581161, '7': 0.09113878756761551, '18': 0.056911617517471313, '9': 0.0518675372004509, '3': 0.0427514985203743, '8': 0.0427514985203743, '13': 0.0427514985203743, '6': 0.03633444011211395, '11': 0.03633444011211395, '16': 0.03633444011211395, '14': 0.031196454539895058, '5': 0.02970871888101101, '10': 0.02970871888101101, '15': 0.02970871888101101, '4': 0.0048645418137311935, '1': -0.012550922110676765, '0': -0.023343395441770554};7;0.1428571428571428;0.242063492063492;0;0;0;0;0;0;1;1;1;1
Bug1568;2;4. Crash;0;Non-Synthetic Bug;App crashes;Hard;1;['3', '8', '13', '18', '23', '28', '33', '38', '43', '48'];{'2': 0.12805511057376862, '44': 0.07683636248111725, '24': 0.07222316414117813, '1': 0.06744880974292755, '4': 0.06354065239429474, '12': 0.06206139549612999, '7': 0.05909719318151474, '17': 0.05909719318151474, '22': 0.05909719318151474, '27': 0.05909719318151474, '32': 0.05909719318151474, '37': 0.05909719318151474, '42': 0.05909719318151474, '47': 0.05909719318151474, '52': 0.05909719318151474, '34': 0.05746575444936752, '53': 0.056911617517471313, '29': 0.050721198320388794, '3': 0.0427514985203743, '8': 0.0427514985203743, '13': 0.0427514985203743, '18': 0.0427514985203743, '23': 0.0427514985203743, '28': 0.0427514985203743, '33': 0.0427514985203743, '38': 0.0427514985203743, '43': 0.0427514985203743, '48': 0.0427514985203743, '39': 0.03335842862725258, '5': 0.02970871888101101, '10': 0.02970871888101101, '15': 0.02970871888101101, '20': 0.02970871888101101, '25': 0.02970871888101101, '30': 0.02970871888101101, '35': 0.02970871888101101, '40': 0.02970871888101101, '45': 0.02970871888101101, '50': 0.02970871888101101, '19': 0.028643574565649033, '49': 0.028321703895926476, '6': 0.022144224494695663, '11': 0.022144224494695663, '16': 0.022144224494695663, '21': 0.022144224494695663, '26': 0.022144224494695663, '31': 0.022144224494695663, '36': 0.022144224494695663, '41': 0.022144224494695663, '46': 0.022144224494695663, '51': 0.022144224494695663, '9': 0.009028160944581032, '14': -0.00598293449729681, '0': -0.023343395441770554};19;0.0526315789473684;0.2222866706139017;0;0;0;0;0;0;0;0;0;0
Bug1146;0;"Currently, the previously displayed text remains, which shows something like ""Showing 9 of 15 satellites (show all)""";0;Synthetic Bug;Undesirable component;Hard;5;['25', '26'];{'25': 0.47069239616394043, '26': 0.405515193939209, '40': 0.35113027691841125, '38': 0.30727508664131165, '37': 0.3064270615577698, '9': 0.2975957691669464, '31': 0.2941010594367981, '35': 0.2935583293437958, '33': 0.2906772196292877, '30': 0.28698259592056274, '10': 0.28432828187942505, '6': 0.2830982804298401, '24': 0.2817172706127167, '12': 0.2791632413864136, '20': 0.27558356523513794, '5': 0.27414652705192566, '34': 0.26842620968818665, '11': 0.2620067596435547, '28': 0.2598259150981903, '39': 0.25680962204933167, '41': 0.25606054067611694, '23': 0.25243842601776123, '1': 0.2474839687347412, '22': 0.2390241026878357, '19': 0.2315920889377594, '8': 0.23084548115730286, '36': 0.21848717331886292, '13': 0.21372295916080475, '27': 0.21068941056728363, '21': 0.20493727922439575, '14': 0.20359821617603302, '3': 0.1993638575077057, '32': 0.19905725121498108, '16': 0.19904354214668274, '29': 0.18622776865959167, '7': 0.18022748827934265, '18': 0.1749090552330017, '15': 0.1716262698173523, '17': 0.16773250699043274, '2': 0.1564587652683258, '0': 0.15217742323875427, '4': 0.11305157095193863};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
Bug1146;1;Filter text is still visible;0;Synthetic Bug;Undesirable component;Hard;2;['25', '26'];{'1': 0.38497745990753174, '26': 0.2810068726539612, '3': 0.2723502218723297, '25': 0.2601659297943115, '37': 0.21677425503730774, '38': 0.18916241824626923, '0': 0.1844577044248581, '31': 0.1712995022535324, '30': 0.15826813876628876, '28': 0.1548851728439331, '8': 0.13150855898857117, '12': 0.13140985369682312, '35': 0.1312648057937622, '20': 0.13087253272533417, '40': 0.12921200692653656, '24': 0.12381713092327118, '34': 0.12090924382209778, '2': 0.10803760588169098, '22': 0.1045701652765274, '9': 0.10050851851701736, '23': 0.09888046979904175, '11': 0.09410806745290756, '27': 0.08647100627422333, '17': 0.08043502271175385, '13': 0.07943413406610489, '36': 0.07760736346244812, '6': 0.0746685042977333, '29': 0.0690435990691185, '10': 0.06844603270292282, '5': 0.06550391763448715, '39': 0.06325684487819672, '33': 0.06313218176364899, '21': 0.060830384492874146, '7': 0.06081106886267662, '18': 0.05823526531457901, '16': 0.05093934386968613, '19': 0.04994039982557297, '14': 0.038067322224378586, '41': 0.034576416015625, '15': 0.031898584216833115, '32': -0.018357403576374054, '4': -0.020701605826616287};2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1147;0;Nav drawer selection color for dark theme isn't right;1;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'0': 0.2518722712993622, '26': 0.12125349044799805, '13': 0.10736028105020523, '21': 0.10736028105020523, '25': 0.10736028105020523, '4': 0.10291757434606552, '8': 0.07960343360900879, '7': 0.05420759320259094, '9': 0.05420759320259094, '11': 0.05420759320259094, '15': 0.05420759320259094, '17': 0.05420759320259094, '19': 0.05420759320259094, '22': 0.05420759320259094, '24': 0.047968778759241104, '3': 0.04444817453622818, '5': 0.040985025465488434, '12': 0.033793434500694275, '27': 0.032733410596847534, '6': 0.0303274504840374, '1': 0.030314844101667404, '10': 0.02683831937611103, '20': 0.018094180151820183, '16': 0.00639953650534153, '18': -0.0028056800365448, '14': -0.01804610714316368, '2': -0.034933485090732574, '23': -0.044855501502752304};21;0.0476190476190476;0.0476190476190476;0;0;0;0;0;0;0;0;0;0
Bug1147;0;Nav drawer selection color for dark theme isn't right;1;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'0': 0.2518722712993622, '52': 0.12125349044799805, '39': 0.10736028105020523, '47': 0.10736028105020523, '51': 0.10736028105020523, '34': 0.07960343360900879, '16': 0.07093459367752075, '18': 0.06680064648389816, '32': 0.06089620664715767, '17': 0.054351165890693665, '33': 0.05420759320259094, '35': 0.05420759320259094, '37': 0.05420759320259094, '41': 0.05420759320259094, '43': 0.05420759320259094, '45': 0.05420759320259094, '48': 0.05420759320259094, '12': 0.05263526737689972, '25': 0.04909639433026314, '19': 0.04901500046253204, '50': 0.047968778759241104, '3': 0.04444817453622818, '26': 0.039015620946884155, '1': 0.03563443571329117, '38': 0.033793434500694275, '15': 0.03362947702407837, '53': 0.032733410596847534, '29': 0.029432164505124092, '31': 0.0283238235861063, '36': 0.02683831937611103, '27': 0.026282766833901405, '46': 0.018094180151820183, '6': 0.014762687496840954, '22': 0.010996408760547638, '9': 0.008105775341391563, '42': 0.00639953650534153, '28': 0.005678960122168064, '21': 2.3270025849342346e-05, '7': -0.001598635222762823, '44': -0.0028056800365448, '24': -0.007272222079336643, '20': -0.010359808802604675, '30': -0.011939913034439087, '23': -0.016079537570476532, '13': -0.017344633117318153, '40': -0.01804610714316368, '8': -0.02031732350587845, '10': -0.021285373717546463, '5': -0.025889428332448006, '4': -0.025955311954021454, '14': -0.029941227287054062, '2': -0.034933485090732574, '11': -0.04306865483522415, '49': -0.044855501502752304};24;0.0416666666666666;0.0416666666666666;0;0;0;0;0;0;0;0;0;0
Bug1147;0;Nav drawer selection color for dark theme isn't right;1;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'0': 0.2518722712993622, '57': 0.12125349044799805, '44': 0.10736028105020523, '52': 0.10736028105020523, '56': 0.10736028105020523, '39': 0.07960343360900879, '20': 0.07093459367752075, '22': 0.06680064648389816, '37': 0.06089620664715767, '21': 0.054351165890693665, '38': 0.05420759320259094, '40': 0.05420759320259094, '42': 0.05420759320259094, '46': 0.05420759320259094, '48': 0.05420759320259094, '50': 0.05420759320259094, '53': 0.05420759320259094, '14': 0.05263526737689972, '30': 0.04909639433026314, '24': 0.04901500046253204, '55': 0.047968778759241104, '31': 0.039015620946884155, '3': 0.037636030465364456, '1': 0.03563443571329117, '43': 0.033793434500694275, '18': 0.03362947702407837, '58': 0.032733410596847534, '34': 0.029432164505124092, '36': 0.0283238235861063, '41': 0.02683831937611103, '32': 0.026282766833901405, '19': 0.021360978484153748, '15': 0.019364748150110245, '51': 0.018094180151820183, '23': 0.01598716340959072, '6': 0.014762687496840954, '27': 0.010996408760547638, '10': 0.008105775341391563, '11': 0.00781093817204237, '47': 0.00639953650534153, '33': 0.005678960122168064, '26': 2.3270025849342346e-05, '8': -0.001598635222762823, '49': -0.0028056800365448, '29': -0.007272222079336643, '25': -0.010359808802604675, '35': -0.011939913034439087, '28': -0.016079537570476532, '16': -0.017344633117318153, '45': -0.01804610714316368, '7': -0.019196882843971252, '12': -0.021285373717546463, '4': -0.025955311954021454, '17': -0.029941227287054062, '2': -0.034933485090732574, '54': -0.044855501502752304, '9': -0.045001834630966187, '13': -0.049901850521564484, '5': -0.07175447046756744};24;0.0416666666666666;0.0416666666666666;0;0;0;0;0;0;0;0;0;0
Bug1147;0;Nav drawer selection color for dark theme isn't right;1;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'0': 0.2518722712993622, '24': 0.12125349044799805, '4': 0.10736028105020523, '11': 0.10736028105020523, '19': 0.10736028105020523, '23': 0.10736028105020523, '6': 0.07960343360900879, '5': 0.05420759320259094, '7': 0.05420759320259094, '9': 0.05420759320259094, '13': 0.05420759320259094, '15': 0.05420759320259094, '17': 0.05420759320259094, '20': 0.05420759320259094, '22': 0.047968778759241104, '3': 0.04444817453622818, '10': 0.033793434500694275, '25': 0.032733410596847534, '8': 0.02683831937611103, '1': 0.022831391543149948, '18': 0.018094180151820183, '14': 0.00639953650534153, '16': -0.0028056800365448, '12': -0.01804610714316368, '2': -0.034933485090732574, '21': -0.044855501502752304};20;0.05;0.05;0;0;0;0;0;0;0;0;0;0
Bug1147;1;"The current selection color for the navigation drawer selected item (e.g., ""Status"" when the status screen is shown) should be darker - it's currently not set as part of the Dark theme (i.e., navdrawer_background_color_selected_dark isn't used).";0;Synthetic Bug;Unsupported theme in component;Easy;4;['1'];{'0': 0.42137253284454346, '8': 0.21680307388305664, '26': 0.20290279388427734, '7': 0.17837269604206085, '9': 0.17837269604206085, '11': 0.17837269604206085, '15': 0.17837269604206085, '17': 0.17837269604206085, '19': 0.17837269604206085, '22': 0.17837269604206085, '24': 0.1731632947921753, '3': 0.17134171724319458, '1': 0.1544954478740692, '10': 0.137628436088562, '6': 0.13214707374572754, '20': 0.12809255719184875, '4': 0.11730752140283585, '14': 0.11288531124591827, '27': 0.1029777005314827, '5': 0.09897677600383759, '12': 0.09285622835159302, '18': 0.08335887640714645, '23': 0.04850238934159279, '13': 0.036171212792396545, '21': 0.036171212792396545, '25': 0.036171212792396545, '2': 0.03310636058449745, '16': 0.03058273158967495};13;0.0769230769230769;0.0769230769230769;0;0;0;0;0;0;0;0;0;0
Bug1147;1;"The current selection color for the navigation drawer selected item (e.g., ""Status"" when the status screen is shown) should be darker - it's currently not set as part of the Dark theme (i.e., navdrawer_background_color_selected_dark isn't used).";0;Synthetic Bug;Unsupported theme in component;Easy;4;['1'];{'0': 0.42137253284454346, '1': 0.26416483521461487, '25': 0.2561720609664917, '32': 0.2511087656021118, '34': 0.21680307388305664, '52': 0.20290279388427734, '33': 0.17837269604206085, '35': 0.17837269604206085, '37': 0.17837269604206085, '41': 0.17837269604206085, '43': 0.17837269604206085, '45': 0.17837269604206085, '48': 0.17837269604206085, '50': 0.1731632947921753, '3': 0.17134171724319458, '29': 0.15223169326782227, '15': 0.1514599621295929, '27': 0.1500677466392517, '36': 0.137628436088562, '7': 0.134913370013237, '12': 0.13222849369049072, '13': 0.12905406951904297, '46': 0.12809255719184875, '18': 0.12432269006967545, '4': 0.11872643977403641, '40': 0.11288531124591827, '5': 0.11226096749305725, '31': 0.11151696741580963, '9': 0.1108766421675682, '22': 0.11047366261482239, '24': 0.11018217355012894, '26': 0.1096973717212677, '20': 0.10645002871751785, '10': 0.1041574776172638, '53': 0.1029777005314827, '8': 0.10068332403898239, '19': 0.09770593792200089, '16': 0.09390244632959366, '38': 0.09285622835159302, '23': 0.09093187004327774, '6': 0.08822129666805267, '44': 0.08335887640714645, '14': 0.0721185952425003, '17': 0.07147349417209625, '21': 0.05356393754482269, '11': 0.048641398549079895, '49': 0.04850238934159279, '30': 0.04553891718387604, '28': 0.03918001055717468, '39': 0.036171212792396545, '47': 0.036171212792396545, '51': 0.036171212792396545, '2': 0.03310636058449745, '42': 0.03058273158967495};2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1147;1;"The current selection color for the navigation drawer selected item (e.g., ""Status"" when the status screen is shown) should be darker - it's currently not set as part of the Dark theme (i.e., navdrawer_background_color_selected_dark isn't used).";0;Synthetic Bug;Unsupported theme in component;Easy;4;['1'];{'0': 0.42137253284454346, '1': 0.26416483521461487, '30': 0.2561720609664917, '37': 0.2511087656021118, '39': 0.21680307388305664, '3': 0.20307418704032898, '57': 0.20290279388427734, '38': 0.17837269604206085, '40': 0.17837269604206085, '42': 0.17837269604206085, '46': 0.17837269604206085, '48': 0.17837269604206085, '50': 0.17837269604206085, '53': 0.17837269604206085, '55': 0.1731632947921753, '34': 0.15223169326782227, '18': 0.1514599621295929, '32': 0.1500677466392517, '41': 0.137628436088562, '8': 0.134913370013237, '14': 0.13222849369049072, '16': 0.12905406951904297, '51': 0.12809255719184875, '22': 0.12432269006967545, '4': 0.11872643977403641, '19': 0.11493994295597076, '45': 0.11288531124591827, '36': 0.11151696741580963, '10': 0.1108766421675682, '27': 0.11047366261482239, '29': 0.11018217355012894, '31': 0.1096973717212677, '25': 0.10645002871751785, '12': 0.1041574776172638, '58': 0.1029777005314827, '24': 0.09770593792200089, '20': 0.09390244632959366, '43': 0.09285622835159302, '28': 0.09093187004327774, '6': 0.08822129666805267, '49': 0.08335887640714645, '23': 0.08283868432044983, '15': 0.07760341465473175, '17': 0.0721185952425003, '21': 0.07147349417209625, '11': 0.06884295493364334, '26': 0.05356393754482269, '54': 0.04850238934159279, '9': 0.04717203229665756, '35': 0.04553891718387604, '5': 0.039986684918403625, '33': 0.03918001055717468, '44': 0.036171212792396545, '52': 0.036171212792396545, '56': 0.036171212792396545, '2': 0.03310636058449745, '47': 0.03058273158967495, '7': 0.022617904469370842, '13': 0.012818443588912487};2;0.5;0.5;0;1;1;1;1;1;1;1;1;1
Bug1147;1;"The current selection color for the navigation drawer selected item (e.g., ""Status"" when the status screen is shown) should be darker - it's currently not set as part of the Dark theme (i.e., navdrawer_background_color_selected_dark isn't used).";0;Synthetic Bug;Unsupported theme in component;Easy;4;['1'];{'0': 0.42137253284454346, '6': 0.21680307388305664, '24': 0.20290279388427734, '5': 0.17837269604206085, '7': 0.17837269604206085, '9': 0.17837269604206085, '13': 0.17837269604206085, '15': 0.17837269604206085, '17': 0.17837269604206085, '20': 0.17837269604206085, '22': 0.1731632947921753, '3': 0.17134171724319458, '8': 0.137628436088562, '18': 0.12809255719184875, '12': 0.11288531124591827, '25': 0.1029777005314827, '10': 0.09285622835159302, '16': 0.08335887640714645, '1': 0.06695504486560822, '21': 0.04850238934159279, '4': 0.036171212792396545, '11': 0.036171212792396545, '19': 0.036171212792396545, '23': 0.036171212792396545, '2': 0.03310636058449745, '14': 0.03058273158967495};19;0.0526315789473684;0.0526315789473684;0;0;0;0;0;0;0;0;0;0
Bug1147;2;The lighter navdrawer_background_color_selected_light color is used for the selected item;0;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'14': 0.1263703852891922, '26': 0.11917085945606232, '5': 0.10739905387163162, '1': 0.06531749665737152, '6': 0.06237352266907692, '12': 0.0517549067735672, '13': 0.0440610870718956, '21': 0.0440610870718956, '25': 0.0440610870718956, '7': 0.03834182769060135, '9': 0.03834182769060135, '11': 0.03834182769060135, '15': 0.03834182769060135, '17': 0.03834182769060135, '19': 0.03834182769060135, '22': 0.03834182769060135, '8': 0.03741840645670891, '27': 0.03468283265829086, '20': 0.026773303747177124, '3': 0.02253471501171589, '24': 0.01878872886300087, '10': 0.018495535477995872, '18': 0.017742767930030823, '2': -0.000599931925535202, '4': -0.0023569720797240734, '0': -0.013605687767267227, '23': -0.016738411039114, '16': -0.029600676149129868};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug1147;2;The lighter navdrawer_background_color_selected_light color is used for the selected item;0;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'40': 0.1263703852891922, '52': 0.11917085945606232, '19': 0.09478279948234558, '16': 0.08372810482978821, '26': 0.08282234519720078, '29': 0.06346742808818817, '25': 0.06193628907203674, '32': 0.0611686185002327, '15': 0.0574120469391346, '38': 0.0517549067735672, '1': 0.049960460513830185, '18': 0.04775388538837433, '21': 0.04557374119758606, '27': 0.045239273458719254, '39': 0.0440610870718956, '47': 0.0440610870718956, '51': 0.0440610870718956, '28': 0.042579226195812225, '13': 0.0423581637442112, '17': 0.04193085432052612, '9': 0.04049736261367798, '33': 0.03834182769060135, '35': 0.03834182769060135, '37': 0.03834182769060135, '41': 0.03834182769060135, '43': 0.03834182769060135, '45': 0.03834182769060135, '48': 0.03834182769060135, '34': 0.03741840645670891, '53': 0.03468283265829086, '20': 0.03276155889034271, '12': 0.03261005878448486, '23': 0.03238396346569061, '6': 0.028171664103865623, '46': 0.026773303747177124, '3': 0.02253471501171589, '10': 0.02129330113530159, '24': 0.019060201942920685, '50': 0.01878872886300087, '36': 0.018495535477995872, '44': 0.017742767930030823, '4': 0.015807654708623886, '31': 0.014308925718069077, '22': 0.01385160069912672, '5': 0.008302982896566391, '2': -0.000599931925535202, '14': -0.004535103216767311, '7': -0.010912960395216942, '0': -0.013605687767267227, '49': -0.016738411039114, '11': -0.02593584731221199, '42': -0.029600676149129868, '8': -0.0462055578827858, '30': -0.05582408607006073};11;0.0909090909090909;0.0909090909090909;0;0;0;0;0;0;0;0;0;0
Bug1147;2;The lighter navdrawer_background_color_selected_light color is used for the selected item;0;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'45': 0.1263703852891922, '57': 0.11917085945606232, '24': 0.09478279948234558, '20': 0.08372810482978821, '31': 0.08282234519720078, '34': 0.06346742808818817, '30': 0.06193628907203674, '37': 0.0611686185002327, '18': 0.0574120469391346, '43': 0.0517549067735672, '1': 0.049960460513830185, '3': 0.04855848476290703, '22': 0.04775388538837433, '26': 0.04557374119758606, '32': 0.045239273458719254, '44': 0.0440610870718956, '52': 0.0440610870718956, '56': 0.0440610870718956, '33': 0.042579226195812225, '16': 0.0423581637442112, '21': 0.04193085432052612, '10': 0.04049736261367798, '38': 0.03834182769060135, '40': 0.03834182769060135, '42': 0.03834182769060135, '46': 0.03834182769060135, '48': 0.03834182769060135, '50': 0.03834182769060135, '53': 0.03834182769060135, '39': 0.03741840645670891, '58': 0.03468283265829086, '25': 0.03276155889034271, '14': 0.03261005878448486, '28': 0.03238396346569061, '6': 0.028171664103865623, '51': 0.026773303747177124, '19': 0.022086700424551964, '12': 0.02129330113530159, '29': 0.019060201942920685, '55': 0.01878872886300087, '41': 0.018495535477995872, '49': 0.017742767930030823, '4': 0.015807654708623886, '36': 0.014308925718069077, '27': 0.01385160069912672, '11': 0.012322215363383293, '2': -0.000599931925535202, '23': -0.0020424891263246536, '17': -0.004535103216767311, '15': -0.01008589193224907, '8': -0.010912960395216942, '0': -0.013605687767267227, '54': -0.016738411039114, '47': -0.029600676149129868, '7': -0.030652817338705063, '35': -0.05582408607006073, '9': -0.05899626016616821, '13': -0.06113491952419281, '5': -0.06225091591477394};11;0.0909090909090909;0.0909090909090909;0;0;0;0;0;0;0;0;0;0
Bug1147;2;The lighter navdrawer_background_color_selected_light color is used for the selected item;0;Synthetic Bug;Unsupported theme in component;Hard;2;['1'];{'12': 0.1263703852891922, '24': 0.11917085945606232, '10': 0.0517549067735672, '1': 0.049182746559381485, '4': 0.0440610870718956, '11': 0.0440610870718956, '19': 0.0440610870718956, '23': 0.0440610870718956, '5': 0.03834182769060135, '7': 0.03834182769060135, '9': 0.03834182769060135, '13': 0.03834182769060135, '15': 0.03834182769060135, '17': 0.03834182769060135, '20': 0.03834182769060135, '6': 0.03741840645670891, '25': 0.03468283265829086, '18': 0.026773303747177124, '3': 0.02253471501171589, '22': 0.01878872886300087, '8': 0.018495535477995872, '16': 0.017742767930030823, '2': -0.000599931925535202, '0': -0.013605687767267227, '21': -0.016738411039114, '14': -0.029600676149129868};4;0.25;0.25;0;0;0;1;1;1;1;1;1;1
Bug45;0;Cannot add location when device's location mode is device only;1;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['0'];{'7': 0.31271621584892273, '13': 0.3069610595703125, '4': 0.29577741026878357, '9': 0.2740882635116577, '12': 0.2548943758010864, '11': 0.24606110155582428, '2': 0.2419378161430359, '5': 0.24010956287384033, '3': 0.2344760000705719, '0': 0.22934000194072723, '8': 0.21515768766403198, '10': 0.18828758597373962, '6': 0.14859311282634735, '14': 0.12257997691631317, '1': 0.0869775339961052};10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug45;1;The location cannot be added, and there are no explanations and reminders for the user.;0;Non-Synthetic Bug;Undesirable  behavior ;Easy;5;['0'];{'11': 0.3032711148262024, '13': 0.27826982736587524, '4': 0.27540144324302673, '10': 0.2735878527164459, '8': 0.26173675060272217, '9': 0.2581097483634949, '12': 0.25326141715049744, '7': 0.24000996351242065, '2': 0.2198188304901123, '0': 0.21008509397506714, '5': 0.18169362843036652, '3': 0.17205120623111725, '14': 0.13981229066848755, '6': 0.05274968966841698, '1': -0.042519718408584595};10;0.1;0.1;0;0;0;0;0;0;0;0;0;1
Bug45;2;"7. See ""LOCATION NOT FOUND""";0;Non-Synthetic Bug;Undesirable  behavior ;Easy;3;['0'];{'13': 0.26716721057891846, '7': 0.24589906632900238, '14': 0.23787152767181396, '12': 0.19599047303199768, '0': 0.1458432376384735, '2': 0.09669485688209534, '8': 0.09338557720184326, '5': 0.08441813290119171, '9': 0.0827377438545227, '3': 0.08156973123550415, '4': 0.06926977634429932, '10': 0.04369807615876198, '11': 0.03694918379187584, '1': 0.027159228920936584, '6': -0.005503429099917412};5;0.2;0.2;0;0;0;0;1;1;1;1;1;1
Bug110;0;Artist's names missing - all over the app;1;Non-Synthetic Bug;Data is not displayed;Easy;5;['14'];{'14': 0.3637208342552185, '6': 0.317012220621109, '11': 0.28387126326560974, '10': 0.2798207104206085, '23': 0.27906540036201477, '16': 0.25264525413513184, '26': 0.231691375374794, '0': 0.23075202107429504, '28': 0.22942890226840973, '9': 0.22181732952594757, '12': 0.22181732952594757, '4': 0.22080296277999878, '2': 0.2185835987329483, '18': 0.2160162478685379, '19': 0.2160162478685379, '20': 0.2160162478685379, '21': 0.2160162478685379, '15': 0.21120183169841766, '13': 0.21066439151763916, '27': 0.20266306400299072, '25': 0.19188880920410156, '1': 0.1877613067626953, '17': 0.18673014640808105, '8': 0.1757906675338745, '3': 0.17344117164611816, '24': 0.17344117164611816, '5': 0.16490675508975983, '7': 0.15274247527122498, '22': 0.1040840893983841};1;1.0;1.0;1;1;1;1;1;1;1;1;1;1
